Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of OA Gold
TRANSACTIONS OF THE AMERICAN ENTOMOLOGICAL SOCIETY,T AM ENTOMOL SOC,0002-8320,2162-3139,ENTOMOLOGY - SCIE,779,0.383,Q4,0.22,0%
RUSSIAN JOURNAL OF THERIOLOGY,RUSS J THERIOL,1682-3559,N/A,ZOOLOGY - SCIE,173,0.378,Q4,0.23,98.25%
ACTA ZOOLOGICA BULGARICA,ACTA ZOOL BULGAR,0324-0770,N/A,ZOOLOGY - SCIE,675,0.362,Q4,0.25,0%
NEMATROPICA,NEMATROPICA,0099-5444,2220-5608,ZOOLOGY - SCIE,497,0.347,Q4,0.23,0%
PERIODICUM BIOLOGORUM,PERIOD BIOL,0031-5362,N/A,BIOLOGY - SCIE,479,0.333,Q4,0.05,93.33%
Asian Myrmecology,ASIAN MYRMECOL,1985-1944,N/A,ENTOMOLOGY - SCIE,116,0.333,Q4,0.3,0%
ZOOLOGICHESKY ZHURNAL,ZOOL ZH,0044-5134,N/A,ZOOLOGY - SCIE,"1,658",0.326,Q4,0.18,0%
SHILAP-REVISTA DE LEPIDOPTEROLOGIA,SHILAP-REV LEPIDOPT,0300-5267,2340-4078,ENTOMOLOGY - SCIE,237,0.313,Q4,0.19,0%
AMERICAN MALACOLOGICAL BULLETIN,AM MALACOL BULL,0740-2783,2162-2698,ZOOLOGY - SCIE,601,0.313,Q4,0.32,0%
ZHURNAL OBSHCHEI BIOLOGII,ZH OBSHCH BIOL,0044-4596,N/A,BIOLOGY - SCIE,337,0.306,Q4,0.13,0%
REVISTA COLOMBIANA DE ENTOMOLOGIA,REV COLOMB ENTOMOL,0120-0488,0120-0488,ENTOMOLOGY - SCIE,496,0.271,Q4,0.21,61.84%
NEW ZEALAND ENTOMOLOGIST,NZ ENTOMOL,0077-9962,1179-3430,ENTOMOLOGY - SCIE,212,0.263,Q4,0.28,3.85%
REDIA-GIORNALE DI ZOOLOGIA,REDIA,0370-4327,0370-4327,ZOOLOGY - SCIE,496,0.25,Q4,0.25,93.75%
PAN-PACIFIC ENTOMOLOGIST,PAN-PAC ENTOMOL,0031-0603,2162-0237,ENTOMOLOGY - SCIE,554,0.212,Q4,0.12,0%
Bulletin de la Societe Linneenne de Lyon,B SOC LINN LYON,2554-5280,N/A,BIOLOGY - SCIE,195,0.172,Q4,0.04,0%
SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0038-4909,1943-6262,ECOLOGY - SCIE,"1,348",0.149,Q4,0.04,0%
NATURAL HISTORY,NAT HIST,0028-0712,N/A,ECOLOGY - SCIE,428,0.041,Q4,0,0%
Tropics,TROPICS,0917-415X,1882-5729,ECOLOGY - ESCI,305,N/A,N/A,0.17,100%
Journal of Biological Research-Bollettino della Societa Italiana di Biologia Sperimentale,J BIOL RES-BOLL SOC,1826-8838,2284-0230,BIOLOGY - ESCI,112,N/A,N/A,0.17,90.48%
Scientifica,SCIENTIFICA,2090-908X,2090-908X,BIOLOGY - ESCI,"2,292",N/A,N/A,0.59,98.37%
Bio-protocol,BIO-PROTOCOL,N/A,2331-8325,BIOLOGY - ESCI,"2,571",N/A,N/A,0.22,13.86%
Ambient Science,AMBIENT SCI,2348-5191,2348-8980,ECOLOGY - ESCI,53,N/A,N/A,0.02,92.46%
Arid Ecosystems,ARID ECOSYST,2079-0961,2079-0988,ECOLOGY - ESCI,223,N/A,N/A,0.14,0%
Folia Oecologica,FOLIA OECOLOGICA,1336-5266,1338-7014,ECOLOGY - ESCI,141,N/A,N/A,0.29,100%
Alpine Entomology,ALP ENTOMOL,N/A,2535-0889,ENTOMOLOGY - ESCI,38,N/A,N/A,0.44,94.87%
Ciencia Amazonica,CIENC AMAZON,2221-5948,2222-7431,BIOLOGY - ESCI,13,N/A,N/A,0.03,100%
Ecologia Aplicada,ECOL APL,1726-2216,1993-9507,ECOLOGY - ESCI,135,N/A,N/A,0.08,100%
Palawan Scientist,PALAWAN SCI,2467-5903,2467-5903,BIOLOGY - ESCI,8,N/A,N/A,0.06,0%
NOVITATES CARIBAEA,NOVIT CARIBAEA,2071-9841,2079-0139,ZOOLOGY - ESCI,40,N/A,N/A,0.12,0%
Bioscience Research,BIOSCI RES,1811-9506,2218-3973,BIOLOGY - ESCI,433,N/A,N/A,0.05,0%
Biosystems Diversity,BIOSYST DIVERSITY,2519-8513,2520-2529,ECOLOGY - ESCI,207,N/A,N/A,0.28,100%
Ecological Questions,ECOL QUEST,1644-7298,2083-5469,ECOLOGY - ESCI,188,N/A,N/A,0.26,79.21%
Nusantara Bioscience,NUSANT BIOSCI,2087-3948,2087-3956,BIOLOGY - ESCI,183,N/A,N/A,0.06,97.70%
Revista Bio Ciencias,REV BIO CIENC,2007-3380,2007-3380,BIOLOGY - ESCI,86,N/A,N/A,0.04,89.43%
Revista Comunicacion,REV COMUN,0379-3974,1659-3820,BIOLOGY - ESCI,38,N/A,N/A,0.02,9.09%
Soil Ecology Letters,SOIL ECOL LETT,2662-2289,2662-2297,ECOLOGY - ESCI,231,N/A,N/A,0.6,2.94%
FRAGMENTA ENTOMOLOGICA,FRAGM ENTOMOL,0429-288X,2284-4880,ZOOLOGY - ESCI; ENTOMOLOGY - ESCI,185,N/A,N/A,0.27,41.46%
Neotropical Biodiversity,NEOTROP BIODIVERS,N/A,2376-6808,ECOLOGY - ESCI,153,N/A,N/A,0.27,98.94%
Advances in Human Biology,ADV HUM BIOL,2321-8568,2348-4691,BIOLOGY - ESCI,168,N/A,N/A,0.15,86.90%
BMC Ecology and Evolution,BMC ECOL EVOL,N/A,2730-7182,EVOLUTIONARY BIOLOGY - SCIE; ECOLOGY - SCIE,115,N/A,N/A,N/A,99.53%
Ichthyology and Herpetology,ICHTHYOL HERPETOL,2766-1512,2766-1520,ZOOLOGY - SCIE,42,N/A,N/A,N/A,32%
Persian Journal of Acarology,PERSIAN J ACAROL,N/A,2251-8169,ENTOMOLOGY - ESCI,158,N/A,N/A,0.48,0%
Advancements in Life Sciences,ADV LIFE SCI-PAK,2310-5380,2310-5380,BIOLOGY - ESCI,281,N/A,N/A,0.15,0%
Ideas in Ecology and Evolution,IDEAS ECOL EVOL,1918-3178,1918-3178,EVOLUTIONARY BIOLOGY - ESCI,91,N/A,N/A,0.15,77.78%
Psyche-A Journal of Entomology,PSYCHE-J ENTOMOL,0033-2615,1687-7438,ENTOMOLOGY - ESCI,298,N/A,N/A,0.3,100%
Theoretical and Applied Ecology,THEOR APPL ECOL,1995-4301,2618-8406,ECOLOGY - ESCI,218,N/A,N/A,0.12,0%
Tropical Life Sciences Research,TROP LIFE SCI RES,1985-3718,2180-4249,BIOLOGY - ESCI,398,N/A,N/A,0.28,97.92%
Emerging Topics in Life Sciences,EMERG TOP LIFE SCI,2397-8554,2397-8562,BIOLOGY - ESCI,935,N/A,N/A,0.42,36.52%
Regulatory Mechanisms in Biosystems,REGUL MECH BIOSYST,2519-8521,2520-2588,BIOLOGY - ESCI,210,N/A,N/A,0.16,97.13%
South of Russia-Ecology Development,S RUSS-ECOL DEV,1992-1098,2413-0958,ECOLOGY - ESCI,78,N/A,N/A,0.06,95.65%
Journal of Wildlife and Biodiversity,J WILDLIFE BIODIVERS,N/A,2588-3526,ECOLOGY - ESCI,54,N/A,N/A,0.16,0%
Journal of Zoo and Aquarium Research,J ZOO AQUAR RES,2214-7594,2214-7594,ZOOLOGY - ESCI,234,N/A,N/A,0.49,0%
Entomology and Applied Science Letters,ENTOMOL APPL SCI LET,2349-2864,2349-2864,ENTOMOLOGY - ESCI,166,N/A,N/A,0.45,30.40%
Russian Journal of Biological Invasions,RUSS J BIOL INVASION,2075-1117,2075-1125,ECOLOGY - ESCI,356,N/A,N/A,0.15,0%
International Journal of Biology and Chemistry,INT J BIOL CHEM-KAZ,2218-7979,2409-370X,BIOLOGY - ESCI,30,N/A,N/A,0.05,76.99%
International Journal of Ecology & Development,INT J ECOL DEV,0972-9984,0973-7308,ECOLOGY - ESCI,109,N/A,N/A,0.06,0%
NACC-Nova Acta Cientifica Compostelana Bioloxia,NACC BIOLOXIA,1130-9717,2340-0021,BIOLOGY - ESCI,8,N/A,N/A,0.05,0%
Annales Bogorienses-Journal of Tropical General Botany,ANN BOGOR,0517-8452,0517-8452,BIOLOGY - ESCI,23,N/A,N/A,0.05,52.17%
Vestnik Tomskogo Gosudarstvennogo Universiteta-Biologiya,VESTN TOMSK GOS U BI,1998-8591,2311-2077,ECOLOGY - ESCI; BIOLOGY - ESCI,55,N/A,N/A,0.1,0%
University of Toronto Journal of Undergraduate Life Sciences,UNIV TOR J UNDERGRAD,1911-8899,1911-8899,BIOLOGY - ESCI,2,N/A,N/A,0.01,72.22%
Ecosistemas,ECOSISTEMAS,1697-2473,N/A,ECOLOGY - ESCI,491,N/A,N/A,0.18,86.52%
,,,,,,,,,
Copyright (c) 2022 Clarivate ,,,,,,,,,
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use ,,,,,,,,,
