Journal.name,JIF
Western Journal of Emergency Medicine,1.8
BRITISH JOURNAL OF SOCIAL WORK,1.8
INTERNATIONAL JOURNAL OF AUDIOLOGY,1.8
PALAEONTOGRAPHICA ABTEILUNG A-PALAOZOOLOGIE-STRATIGRAPHIE,1.8
PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY,1.8
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,1.8
BIOSTATISTICS,1.8
JOURNAL OF COMPLEXITY,1.8
INVERTEBRATE SYSTEMATICS,1.8
JOURNAL OF COMMUNICATION DISORDERS,1.8
Political Research Exchange,1.8
Social Science Journal,1.8
VETERINARY RESEARCH COMMUNICATIONS,1.8
Journal of Bisexuality,1.8
Journal of Emergency Nursing,1.8
MCN-The American Journal of Maternal-Child Nursing,1.8
Risk Management-An International Journal,1.8
Swiss Journal of Geosciences,1.8
EXPERIMENTAL AND APPLIED ACAROLOGY,1.8
International Journal of Sociology,1.8
MIND & LANGUAGE,1.8
SOCIOLOGICAL FORUM,1.8
Hand-American Association for Hand Surgery,1.8
Journal of Bioethical Inquiry,1.8
JOURNAL OF NURSING ADMINISTRATION,1.8
Lithosphere,1.8
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,1.8
ENVIRONMENTAL ENTOMOLOGY,1.8
FAMILY MEDICINE,1.8
International Journal for Crime Justice and Social Democracy,1.8
JOURNAL OF SURGICAL RESEARCH,1.8
Social Currents,1.8
Asian Journal of Criminology,1.8
CLINICS IN PLASTIC SURGERY,1.8
FACIES,1.8
EDUCATIONAL STUDIES,1.8
Pixel-Bit- Revista de Medios y Educacion,1.8
Research in Science & Technological Education,1.8
ACTA PALAEONTOLOGICA POLONICA,1.8
International Emergency Nursing,1.8
Journal of Educational Administration and History,1.8
Politics Groups and Identities,1.8
SOCIAL SCIENCE QUARTERLY,1.8
AMERICAN STATISTICIAN,1.8
ARCHIVES OF DERMATOLOGICAL RESEARCH,1.8
COMMUNICATION REVIEW,1.8
VETERINARY RECORD,1.8
HUMAN ECOLOGY,1.8
Studies in Graduate and Postdoctoral Education,1.8
Atencion Primaria,1.8
AUSTRALIAN GEOGRAPHER,1.8
Clinics in Shoulder and Elbow,1.8
ECONOMICS OF EDUCATION REVIEW,1.8
Livestock Science,1.8
SYSTEMS RESEARCH AND BEHAVIORAL SCIENCE,1.8
Veterinary Medicine and Science,1.8
GROUP DYNAMICS-THEORY RESEARCH AND PRACTICE,1.8
Orthopaedic Surgery,1.8
Advances in Medical Education and Practice,1.8
Curriculum Studies in Health and Physical Education,1.8
International Journal of Computerized Dentistry,1.8
INTERNATIONAL JOURNAL OF UROLOGY,1.8
OTO Open,1.8
Annals of Animal Science,1.8
Clinical Ophthalmology,1.8
EUROPEAN JOURNAL OF ORAL SCIENCES,1.8
EUROPEAN JOURNAL OF WILDLIFE RESEARCH,1.8
Photobiomodulation Photomedicine and Laser Surgery,1.8
Chinese Journal of Traumatology,1.8
JOURNAL OF DEVELOPMENTAL AND BEHAVIORAL PEDIATRICS,1.8
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,1.8
Medicina Oral Patologia Oral y Cirugia Bucal,1.8
Training and Education in Professional Psychology,1.8
SCIENTIA AGRICOLA,1.8
Critical Studies on Security,1.8
Journal of Stomatology Oral and Maxillofacial Surgery,1.8
INTERNATIONAL JOURNAL OF PUBLIC ADMINISTRATION,1.8
JOURNAL OF SCHOOL HEALTH,1.8
HYSTRIX-Italian Journal of Mammalogy,1.8
International Neurourology Journal,1.8
Journal of Early Childhood Research,1.8
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,1.8
Journal of Financial Econometrics,1.8
PSYCHIATRIC REHABILITATION JOURNAL,1.8
Foot & Ankle Specialist,1.8
Journal of Applied Laboratory Medicine,1.8
JOURNAL OF EXPERIMENTAL CHILD PSYCHOLOGY,1.8
Open Access Journal of Contraception,1.8
ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part B-Mechanical Engineering,1.8
BRITISH JOURNAL OF RADIOLOGY,1.8
Europes Journal of Psychology,1.8
JOURNAL OF FORESTRY,1.8
JOURNAL OF POULTRY SCIENCE,1.8
Review of Philosophy and Psychology,1.8
SSM-Qualitative Research in Health,1.8
CHILD CARE HEALTH AND DEVELOPMENT,1.8
International Orthodontics,1.8
JOURNAL OF ADULT DEVELOPMENT,1.8
Journal of Global Sport Management,1.8
Letters in Spatial and Resource Sciences,1.8
Mediterranean Journal of Clinical Psychology,1.8
MENTORING & TUTORING,1.8
Moravian Geographical Reports,1.8
SICOT-J,1.8
ANIMAL GENETICS,1.8
Asian Geographer,1.8
COMMUNITY MENTAL HEALTH JOURNAL,1.8
DIGESTIVE SURGERY,1.8
JOURNAL OF DEVELOPMENT STUDIES,1.8
Journal of Venomous Animals and Toxins including Tropical Diseases,1.8
PSYCHOLOGY IN THE SCHOOLS,1.8
ETHICS & BEHAVIOR,1.8
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,1.8
JOURNAL OF AGING STUDIES,1.8
COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY,1.8
International Journal of Health Governance,1.8
Jornal Brasileiro de Reproducao Assistida,1.8
Marine and Coastal Fisheries,1.8
SCANDINAVIAN JOURNAL OF PSYCHOLOGY,1.8
JOURNAL OF EXPERIMENTAL ZOOLOGY PART B-MOLECULAR AND DEVELOPMENTAL EVOLUTION,1.8
Journal of Spatial Information Science,1.8
CULTURE HEALTH & SEXUALITY,1.8
EUROPEAN JOURNAL OF CANCER CARE,1.8
HEALTH RISK & SOCIETY,1.8
International Journal of Managerial Finance,1.8
CLINICAL NEUROLOGY AND NEUROSURGERY,1.8
Crop & Pasture Science,1.8
DEVELOPMENTAL PSYCHOBIOLOGY,1.8
JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,1.8
JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,1.8
SCANDINAVIAN JOURNAL OF FOREST RESEARCH,1.8
ANTI-CANCER DRUGS,1.8
Journal of Biological Dynamics,1.8
Journal Of Bone And Joint Infection,1.8
JOURNAL OF ECT,1.8
Journal of Ophthalmology,1.8
MAIN GROUP METAL CHEMISTRY,1.8
MARINE AND FRESHWATER RESEARCH,1.8
PERSONAL RELATIONSHIPS,1.8
Population Health Management,1.8
REPRODUCTION FERTILITY AND DEVELOPMENT,1.8
SEMINARS IN NEUROLOGY,1.8
ALZHEIMER DISEASE & ASSOCIATED DISORDERS,1.8
CEAS Space Journal,1.8
Italian Journal of Dermatology and Venereology,1.8
JOURNAL OF MARITAL AND FAMILY THERAPY,1.8
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,1.8
Minerva Surgery,1.8
Clinical Imaging,1.8
Data & Policy,1.8
HEALTH CARE ANALYSIS,1.8
INTERNATIONAL UROGYNECOLOGY JOURNAL,1.8
JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1.8
RESEARCH ON AGING,1.8
Science of Diabetes Self-Management and Care,1.8
STRAIN,1.8
Area Development and Policy,1.8
COGNITIVE DEVELOPMENT,1.8
European Journal of Radiology Open,1.8
Forest Science and Technology,1.8
INTERNATIONAL UROLOGY AND NEPHROLOGY,1.8
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,1.8
JOURNAL OF TROPICAL PEDIATRICS,1.8
NEUROUROLOGY AND URODYNAMICS,1.8
Plant Pathology Journal,1.8
Advances in Urology,1.8
Economic Systems Research,1.8
JOURNAL OF SOCIAL PSYCHOLOGY,1.8
Local Economy,1.8
MOLECULAR VISION,1.8
Review of Keynesian Economics,1.8
SOUTHERN ECONOMIC JOURNAL,1.8
Frontiers of Earth Science,1.8
LEARNING & MEMORY,1.8
PARASITOLOGY RESEARCH,1.8
RAPID COMMUNICATIONS IN MASS SPECTROMETRY,1.8
STATISTICS IN MEDICINE,1.8
Sugar Tech,1.8
Annals of Work Exposures and Health,1.8
Clinical and Experimental Reproductive Medicine-CERM,1.8
Dynamic Games and Applications,1.8
EUROPEAN JOURNAL OF MINERALOGY,1.8
Expert Review of Pharmacoeconomics & Outcomes Research,1.8
Journal of Animal Behaviour and Biometeorology,1.8
JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION,1.8
JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,1.8
JOURNAL OF FUTURES MARKETS,1.8
Journal of Infrared Millimeter and Terahertz Waves,1.8
Natural Hazards Review,1.8
Open Agriculture,1.8
Patient-Related Outcome Measures,1.8
Urban Research & Practice,1.8
Analyses of Social Issues and Public Policy,1.8
APPLIED ECONOMICS,1.8
Asiascape-Digital Asia,1.8
JOURNAL OF BEHAVIORAL DECISION MAKING,1.8
Journal of Developmental Origins of Health and Disease,1.8
Journal of Economic and Administrative Sciences,1.8
Libyan Journal of Medicine,1.8
Pharmacogenomics & Personalized Medicine,1.8
SOLID STATE NUCLEAR MAGNETIC RESONANCE,1.8
Canadian Studies in Population,1.8
JOURNAL OF INFORMATION SCIENCE,1.8
Journal of Medical Radiation Sciences,1.8
PLASMID,1.8
Current Opinion in Organ Transplantation,1.8
Information Visualization,1.8
JOURNAL OF CLASSIFICATION,1.8
MATERNAL AND CHILD HEALTH JOURNAL,1.8
RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,1.8
TSQ-Transgender Studies Quarterly,1.8
Biology Open,1.8
Fluids,1.8
INTERNATIONAL JOURNAL OF EARTH SCIENCES,1.8
International Review of Finance,1.8
JOURNAL OF PUBLIC HEALTH DENTISTRY,1.8
Journal of Social and Political Psychology,1.8
JOURNAL OF SPINAL CORD MEDICINE,1.8
Modern Rheumatology,1.8
New Solutions-A Journal of Environmental and Occupational Health Policy,1.8
OCL-Oilseeds and Fats Crops and Lipids,1.8
Revista da Sociedade Brasileira de Medicina Tropical,1.8
Safety,1.8
SUBSTANCE USE & MISUSE,1.8
SYSTEMATICS AND BIODIVERSITY,1.8
Cryptography,1.8
Experimental Neurobiology,1.8
GEOPHYSICAL PROSPECTING,1.8
Journal of International Consumer Marketing,1.8
Molecular Genetics and Metabolism Reports,1.8
Multisensory Research,1.8
Willdenowia,1.8
BIOTROPICA,1.8
Chronic Illness,1.8
Clinical Child Psychology and Psychiatry,1.8
CRYPTOGAMIE MYCOLOGIE,1.8
ECOLOGICAL PSYCHOLOGY,1.8
Physical Mesomechanics,1.8
ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,1.8
Asian Journal of Technology Innovation,1.8
CIRCUITS SYSTEMS AND SIGNAL PROCESSING,1.8
Computational and Mathematical Organization Theory,1.8
European Journal of Translational Myology,1.8
HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL,1.8
INTERNAL MEDICINE JOURNAL,1.8
Journal of the Brazilian Society of Mechanical Sciences and Engineering,1.8
NATIONAL TAX JOURNAL,1.8
Psychiatry Investigation,1.8
Visceral Medicine,1.8
World Journal of Gastrointestinal Surgery,1.8
ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,1.8
EPL,1.8
Food Webs,1.8
INTERNATIONAL REGIONAL SCIENCE REVIEW,1.8
Journal of Modelling in Management,1.8
JOURNAL OF VASCULAR RESEARCH,1.8
MODERN PHYSICS LETTERS B,1.8
SYNTHETIC COMMUNICATIONS,1.8
Breast Cancer-Basic and Clinical Research,1.8
European Clinical Respiratory Journal,1.8
EVOLUTIONARY ECOLOGY,1.8
IN VIVO,1.8
INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS,1.8
Journal of Sports Economics,1.8
JOURNAL OF TOXICOLOGICAL SCIENCES,1.8
MAGAZINE OF CONCRETE RESEARCH,1.8
Open Physics,1.8
PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART C-JOURNAL OF MECHANICAL ENGINEERING SCIENCE,1.8
PSYCHIATRIC CLINICS OF NORTH AMERICA,1.8
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES,1.8
Brain-Computer Interfaces,1.8
Epilepsy & Behavior Reports,1.8
JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS,1.8
Journal of Diabetes and Metabolic Disorders,1.8
JOURNAL OF ELASTICITY,1.8
Journal of Human Development and Capabilities,1.8
Journal of the Australian Ceramic Society,1.8
Neurotrauma Reports,1.8
RAIRO-OPERATIONS RESEARCH,1.8
Turkish Journal of Pharmaceutical Sciences,1.8
VECTOR-BORNE AND ZOONOTIC DISEASES,1.8
Annals of Telecommunications,1.8
Asia-Pacific Journal of Financial Studies,1.8
Journal of Cognitive Enhancement,1.8
JOURNAL OF NEUROGENETICS,1.8
JOURNAL OF PETROLEUM GEOLOGY,1.8
Journal of Sustainable Water in the Built Environment,1.8
Journal of Thermal Science,1.8
PHOTONIC NETWORK COMMUNICATIONS,1.8
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,1.8
Algorithms,1.8
Arts & Health,1.8
Bio-based and Applied Economics,1.8
EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,1.8
Exploratory Research in Clinical and Social Pharmacy,1.8
IIM Kozhikode Society & Management Review,1.8
INDUSTRIAL HEALTH,1.8
Infection Prevention in Practice,1.8
International Journal of Civil Engineering,1.8
Journal of Transportation Engineering Part A-Systems,1.8
PLANETARY AND SPACE SCIENCE,1.8
BIOMEDICAL CHROMATOGRAPHY,1.8
CURRENT GENETICS,1.8
Geoscientific Instrumentation Methods and Data Systems,1.8
IEEE Journal on Multiscale and Multiphysics Computational Techniques,1.8
INTERNATIONAL JOURNAL OF MODERN PHYSICS D,1.8
International Journal of Optics,1.8
Journal of Geriatric Cardiology,1.8
Journal of Pipeline Systems Engineering and Practice,1.8
Medical Ultrasonography,1.8
VOX SANGUINIS,1.8
Applied Bionics and Biomechanics,1.8
BIOELECTROMAGNETICS,1.8
BUSINESS AND SOCIETY REVIEW,1.8
CHINA OCEAN ENGINEERING,1.8
Current Alzheimer Research,1.8
GROUND WATER MONITORING AND REMEDIATION,1.8
International Journal of Applied Ceramic Technology,1.8
Iranian Journal of Pharmaceutical Research,1.8
JOURNAL OF BIOLOGICAL PHYSICS,1.8
Journal of Housing and the Built Environment,1.8
Paediatrics & Child Health,1.8
Tropical Plant Biology,1.8
Cardiology Research and Practice,1.8
CHINESE JOURNAL OF LASERS-ZHONGGUO JIGUANG,1.8
Design Science,1.8
DESIGNED MONOMERS AND POLYMERS,1.8
FOOD AND NUTRITION BULLETIN,1.8
Journal of Prevention,1.8
REVISTA ARGENTINA DE MICROBIOLOGIA,1.8
Social Influence,1.8
WETLANDS,1.8
Economics of Energy & Environmental Policy,1.8
Familial Cancer,1.8
Impact Assessment and Project Appraisal,1.8
NATURAL RESOURCE MODELING,1.8
Acta Cardiologica Sinica,1.8
Advances in Agriculture,1.8
Advances in Traditional Medicine,1.8
Advances in Weed Science,1.8
ANTARCTIC SCIENCE,1.8
CELL BIOCHEMISTRY AND BIOPHYSICS,1.8
Journal of Place Management and Development,1.8
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,1.8
One Ecosystem,1.8
Quality Innovation Prosperity-Kvalita Inovacia Prosperita,1.8
Research in Astronomy and Astrophysics,1.8
Translational Neuroscience,1.8
CANADIAN JOURNAL OF MICROBIOLOGY,1.8
CANCER INVESTIGATION,1.8
Construction Economics and Building,1.8
International Journal of Image and Data Fusion,1.8
International Journal of the Commons,1.8
JOURNAL OF SURVEYING ENGINEERING,1.8
ASTROPHYSICS AND SPACE SCIENCE,1.8
Cold Spring Harbor Molecular Case Studies,1.8
Engineering Reports,1.8
International Journal on Document Analysis and Recognition,1.8
Journal of Ambient Intelligence and Smart Environments,1.8
JOURNAL OF MUSCLE RESEARCH AND CELL MOTILITY,1.8
Materials Research Express,1.8
Radiation Oncology Journal,1.8
Biologia Futura,1.8
CRYOGENICS,1.8
Current Treatment Options in Neurology,1.8
FOOD BIOTECHNOLOGY,1.8
GEOSCIENCE CANADA,1.8
HIGH PERFORMANCE POLYMERS,1.8
INTERNATIONAL JOURNAL OF CRASHWORTHINESS,1.8
Journal of Building Physics,1.8
Journal of Cancer Epidemiology,1.8
Transformations in Business & Economics,1.8
ZEITSCHRIFT FUR NATURFORSCHUNG SECTION A-A JOURNAL OF PHYSICAL SCIENCES,1.8
ANALYTICAL SCIENCES,1.8
CHINESE JOURNAL OF ORGANIC CHEMISTRY,1.8
Critical Care Research and Practice,1.8
ECS Journal of Solid State Science and Technology,1.8
Expert Review of Cardiovascular Therapy,1.8
FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,1.8
International Review on Public and Nonprofit Marketing,1.8
JOURNAL OF PEPTIDE SCIENCE,1.8
Lubrication Science,1.8
Sexual Health,1.8
ADVANCED COMPOSITE MATERIALS,1.8
COMPUTATIONAL INTELLIGENCE,1.8
Cuadernos de Gestion,1.8
Hematology Transfusion and Cell Therapy,1.8
MEDICC Review,1.8
REGE-Revista de Gestao,1.8
Stroke Research and Treatment,1.8
COMPUTING IN SCIENCE & ENGINEERING,1.8
CURRENT GENOMICS,1.8
Endocrinologia Diabetes y Nutricion,1.8
Green Materials,1.8
Journal of Chemical Metrology,1.8
LIPIDS,1.8
SOLVENT EXTRACTION AND ION EXCHANGE,1.8
Chromatography,1.8
IEEE Open Journal of Nanotechnology,1.8
IET Biometrics,1.8
Italian Journal of Food Safety,1.8
MACROMOLECULAR THEORY AND SIMULATIONS,1.8
Nankai Business Review International,1.8
Oil & Gas Science and Technology-Revue d IFP Energies nouvelles,1.8
Advances in Respiratory Medicine,1.8
Euro-Mediterranean Journal for Environmental Integration,1.8
EUROPEAN PHYSICAL JOURNAL E,1.8
GROWTH FACTORS,1.8
IFAC Journal of Systems and Control,1.8
ISRAEL MEDICAL ASSOCIATION JOURNAL,1.8
MENDELEEV COMMUNICATIONS,1.8
ACM Transactions on Asian and Low-Resource Language Information Processing,1.8
Macromolecular Reaction Engineering,1.8
MRS Communications,1.8
Foundations of Computing and Decision Sciences,1.8
Journal of General and Family Medicine,1.8
Mining Technology-Transactions of the Institutions of Mining and Metallurgy,1.8
Pharmaceutical Patent Analyst,1.8
Advanced Manufacturing-Polymer & Composites Science,1.8
Annals of Neurosciences,1.8
CHEMICAL ENGINEERING & TECHNOLOGY,1.8
Crohns & Colitis 360,1.8
ONCOLOGY-NEW YORK,1.8
ENVIRONMENTAL ENGINEERING SCIENCE,1.8
Journal of Quality in Maintenance Engineering,1.8
AIMS Energy,1.8
JOURNAL OF THE INDIAN INSTITUTE OF SCIENCE,1.8
Service Oriented Computing and Applications,1.8
FRONTIERS-A JOURNAL OF WOMEN STUDIES,1.8
Performance Measurement and Metrics,1.8
Toxicologie Analytique et Clinique,1.8
Journal of Global History,1.7
ACTA MISSIOLOGICA,1.7
CANADIAN JOURNAL OF PHILOSOPHY,1.7
International Journal for the Psychology of Religion,1.7
Cultural Trends,1.7
EURASIAN GEOGRAPHY AND ECONOMICS,1.7
CRITICAL ASIAN STUDIES,1.7
Netherlands Quarterly of Human Rights,1.7
Roeper Review-A Journal on Gifted Education,1.7
BIOLOGY & PHILOSOPHY,1.7
Linguistic Typology,1.7
Journal of Writing Research,1.7
Journal of Language and Politics,1.7
AMERICAN JOURNAL OF MATHEMATICS,1.7
Current Issues in Language Planning,1.7
GEOMETRY & TOPOLOGY,1.7
JOURNAL OF FUNCTIONAL ANALYSIS,1.7
COMMON MARKET LAW REVIEW,1.7
Philosophy Ethics and Humanities in Medicine,1.7
LATIN AMERICAN POLITICS AND SOCIETY,1.7
Intellectual and Developmental Disabilities,1.7
Brazilian Journal of Otorhinolaryngology,1.7
Foundations and Trends in Signal Processing,1.7
International Journal of Educational Research and Innovation,1.7
Journal of Deaf Studies and Deaf Education,1.7
URBAN EDUCATION,1.7
Canadian Journal of Nursing Research,1.7
Journal of Wound Ostomy and Continence Nursing,1.7
New Perspectives on Turkey,1.7
Journal of Gender-Based Violence,1.7
International Journal of Transitional Justice,1.7
Iranian Journal of Language Teaching Research,1.7
Zoological Letters,1.7
NUMERICAL ALGORITHMS,1.7
SOCIAL POLITICS,1.7
International Sport Coaching Journal,1.7
Palaeoworld,1.7
ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,1.7
Journal of Research on Educational Effectiveness,1.7
POLITICAL QUARTERLY,1.7
Foreign Policy Analysis,1.7
JOURNAL OF ENVIRONMENTAL EDUCATION,1.7
Higher Education Policy,1.7
Journal of Mediterranean Archaeology,1.7
SIGNS,1.7
Societies,1.7
Education Finance and Policy,1.7
HEALTH CARE MANAGEMENT REVIEW,1.7
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS,1.7
American Journal of Biological Anthropology,1.7
Journal of Global Security Studies,1.7
Social Sciences-Basel,1.7
Island Studies Journal,1.7
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,1.7
ADVANCES IN COMPUTATIONAL MATHEMATICS,1.7
Education and Treatment of Children,1.7
FAMILY RELATIONS,1.7
Journal of Ayurveda and Integrative Medicine,1.7
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology,1.7
Noise Mapping,1.7
ADAPTED PHYSICAL ACTIVITY QUARTERLY,1.7
BRITISH JOURNAL OF EDUCATIONAL STUDIES,1.7
Community College Review,1.7
Discourse-Studies in the Cultural Politics of Education,1.7
INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,1.7
SYSTEM DYNAMICS REVIEW,1.7
CONFLICT MANAGEMENT AND PEACE SCIENCE,1.7
Italian Political Science Review-Rivista Italiana di Scienza Politica,1.7
CLINICAL OTOLARYNGOLOGY,1.7
INDIAN PEDIATRICS,1.7
JOURNAL OF CHILD LANGUAGE,1.7
Regional and Federal Studies,1.7
Global Society,1.7
Veterinary Medicine-Research and Reports,1.7
African Security,1.7
ANTHROZOOS,1.7
MOTIVATION AND EMOTION,1.7
SURGERY TODAY,1.7
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,1.7
Foundations of Data Science,1.7
ARTHROPOD STRUCTURE & DEVELOPMENT,1.7
Bilingual Research Journal,1.7
Crime Media Culture,1.7
CURRENT EYE RESEARCH,1.7
Journal of Enabling Technologies,1.7
Journal of Patient Safety,1.7
JOURNAL OF PERINATAL MEDICINE,1.7
RESEARCH ON SOCIAL WORK PRACTICE,1.7
European Journal of Dental Education,1.7
Japan Journal of Nursing Science,1.7
JOURNAL OF MORAL EDUCATION,1.7
PALAEONTOLOGIA ELECTRONICA,1.7
Research and Practice in Intellectual and Developmental Disabilities,1.7
Clinical Nursing Research,1.7
Current Research in Parasitology & Vector-Borne Diseases,1.7
International Relations of the Asia-Pacific,1.7
INTERNATIONAL STATISTICAL REVIEW,1.7
Journal of Media Psychology-Theories Methods and Applications,1.7
State Politics & Policy Quarterly,1.7
BMC Ophthalmology,1.7
Journal of Cardiovascular Nursing,1.7
Journal of Child & Adolescent Trauma,1.7
Scandinavian Journal of Disability Research,1.7
World Medical & Health Policy,1.7
ECONOMIC AND INDUSTRIAL DEMOCRACY,1.7
JOURNAL OF APPLIED ENTOMOLOGY,1.7
Qualitative Social Work,1.7
Saudi Dental Journal,1.7
ACTA PETROLOGICA SINICA,1.7
ADVANCES IN PHYSIOLOGY EDUCATION,1.7
GEOGRAFISKA ANNALER SERIES B-HUMAN GEOGRAPHY,1.7
INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,1.7
TROPICAL ANIMAL HEALTH AND PRODUCTION,1.7
Advances in Skin & Wound Care,1.7
Emergency Medicine Australasia,1.7
Imaging Science in Dentistry,1.7
International Journal for Educational and Vocational Guidance,1.7
Applied Developmental Science,1.7
Clinical and Experimental Dental Research,1.7
Journal of Police and Criminal Psychology,1.7
Journal of Pediatric and Adolescent Gynecology,1.7
Pediatric Health Medicine and Therapeutics,1.7
Social Work in Public Health,1.7
Teaching & Learning Inquiry-The ISSOTL Journal,1.7
BIOETHICS,1.7
Critical Sociology,1.7
REVIEW OF PALAEOBOTANY AND PALYNOLOGY,1.7
ANIMAL SCIENCE JOURNAL,1.7
CANADIAN JOURNAL OF FOREST RESEARCH,1.7
DEVIANT BEHAVIOR,1.7
Measurement in Physical Education and Exercise Science,1.7
Operative Neurosurgery,1.7
Practical Laboratory Medicine,1.7
Crisis-The Journal of Crisis Intervention and Suicide Prevention,1.7
Regional Studies Regional Science,1.7
WILDLIFE BIOLOGY,1.7
Astin Bulletin-The Journal of the International Actuarial Association,1.7
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,1.7
SCHOOL PSYCHOLOGY INTERNATIONAL,1.7
Adolescent Health Medicine and Therapeutics,1.7
BRITISH JOURNAL OF ORAL & MAXILLOFACIAL SURGERY,1.7
JOURNAL OF SMALL ANIMAL PRACTICE,1.7
Veterinary World,1.7
AEM Education and Training,1.7
Brazilian Journal of Anesthesiology,1.7
CLINICS IN LABORATORY MEDICINE,1.7
Geo-Geography and Environment,1.7
Journal of Astronomical Telescopes Instruments and Systems,1.7
NUCLEAR PHYSICS A,1.7
VISUAL COGNITION,1.7
Clinical Medicine Insights-Pediatrics,1.7
Forest and Society,1.7
International Journal of Spine Surgery,1.7
JOURNAL OF ENDOVASCULAR THERAPY,1.7
Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,1.7
Clinical and Experimental Optometry,1.7
EUROPEAN SURGICAL RESEARCH,1.7
Journal of Maternal-Fetal & Neonatal Medicine,1.7
Regional Science Policy and Practice,1.7
IACR Transactions on Symmetric Cryptology,1.7
Journal of Gynecology Obstetrics and Human Reproduction,1.7
JOURNAL OF PROPULSION AND POWER,1.7
MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,1.7
Orthopedic Research and Reviews,1.7
QUATERNARY RESEARCH,1.7
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,1.7
Cost Effectiveness and Resource Allocation,1.7
HEALTH & SOCIAL WORK,1.7
JAVNOST-THE PUBLIC,1.7
NEUROREHABILITATION,1.7
OPHTHALMIC EPIDEMIOLOGY,1.7
AQUATIC ECOLOGY,1.7
BJA Education,1.7
BMC Urology,1.7
COMPLEXITY,1.7
SILVA FENNICA,1.7
Advances in Public Health,1.7
ANIMAL BIOTECHNOLOGY,1.7
Asian Pacific Journal of Tropical Biomedicine,1.7
Cambridge Review of International Affairs,1.7
CANADIAN JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,1.7
European Journal of Psychology Open,1.7
EXPERIMENTAL ECONOMICS,1.7
Health Policy OPEN,1.7
INQUIRY-THE JOURNAL OF HEALTH CARE ORGANIZATION PROVISION AND FINANCING,1.7
JOURNAL OF FISH BIOLOGY,1.7
Journal of Pathology and Translational Medicine,1.7
JTCVS Techniques,1.7
PEDIATRIC ANESTHESIA,1.7
Leadership in Health Services,1.7
PSYCHOLOGICAL REPORTS,1.7
PUBLIC HEALTH NURSING,1.7
Quaternary Geochronology,1.7
Review of Economics and Political Science,1.7
Environmental Hazards-Human and Policy Dimensions,1.7
Information Retrieval Journal,1.7
International Journal of Ethics and Systems,1.7
JBJS Reviews,1.7
Media War and Conflict,1.7
Nepal Journal of Epidemiology,1.7
NEUROPSYCHOLOGICAL REHABILITATION,1.7
Peace Economics Peace Science and Public Policy,1.7
Psicologia Educativa,1.7
Annals of Forest Research,1.7
Freshwater Science,1.7
JOURNAL OF WOMEN & AGING,1.7
NONLINEAR PROCESSES IN GEOPHYSICS,1.7
Attention Perception & Psychophysics,1.7
CONTEMPORARY ECONOMIC POLICY,1.7
Facts Views and Vision in ObGyn,1.7
